,label,Blob Polarity,Blob Subjectivity,Capitalization,Negative Sentiment,POS_1,POS_2,POS_3,POS_4,Positive Sentiment,Topic :,first half Blob Polarity,first half Blob Subjectivity,first half sentiment,negative Sentiment first half,negative Sentiment second half,positive Sentiment first half,positive Sentiment second half,second half Blob Polarity,second half Blob Subjectivity,second half sentiment,sentiment
68,1,0.0694444444444,0.413888888889,1,0.3125,4.0,1.0,2.0,2.0,0.822916666667,0.5025,0.25,0.35,0.697916666667,0.03125,0.28125,0.729166666667,0.09375,-0.291666666667,0.541666666667,-0.1875,0.510416666667
69,0,0.6,0.475,0,0.0979166666667,2.0,1.0,2.0,2.0,0.595833333333,,0.5,0.475,0.466666666667,0.0458333333333,0.0520833333333,0.5125,0.0833333333333,0.0,0.0,0.03125,0.497916666667
70,1,0.35,0.35,0,0.877670940171,5.0,0.0,6.0,1.0,1.46020299145,0.5025,0.5,0.6,0.728365384615,0.0408653846154,0.836805555556,0.769230769231,0.690972222222,0.2,0.1,-0.145833333333,0.582532051282
71,1,0.8,0.75,0,0.625,2.0,1.0,1.0,1.0,0.0604166666667,0.5025,0.8,0.75,0.0104166666667,0.0,0.625,0.0104166666667,0.05,0.0,0.0,-0.575,-0.564583333333
72,1,0.4375,0.65,0,0.6875,6.0,1.0,2.0,0.0,0.0,0.668333333333,0.0,0.0,0.0,0.0,0.6875,0.0,0.0,0.4375,0.65,-0.6875,-0.6875
73,0,0.7,0.75,0,0.388888888889,7.0,4.0,4.0,1.0,0.122222222222,0.5025,0.4,0.8,-0.291666666667,0.388888888889,0.0,0.0972222222222,0.025,1.0,0.7,0.025,-0.266666666667
74,1,0.5,0.6,0,0.03125,1.0,0.0,1.0,1.0,0.625,0.5025,0.5,0.6,0.59375,0.03125,0.0,0.625,0.0,0.0,0.0,0.0,0.59375
75,1,0.0,0.0,1,1.31028464017,3.0,0.0,2.0,5.0,0.0733082706767,0.75125,0.0,0.0,0.0130236305048,0.0602846401719,1.25,0.0733082706767,0.0,0.0,0.0,-1.25,-1.2369763695
76,0,0.1,0.15,0,0.625548245614,1.0,2.0,4.0,3.0,0.478070175439,,0.1,0.15,-0.09375,0.291666666667,0.333881578947,0.197916666667,0.280153508772,0.0,0.0,-0.0537280701754,-0.147478070175
77,0,0.386111111111,0.355555555556,0,1.43205128205,3.0,3.0,8.0,3.0,0.548878205128,,0.266666666667,0.283333333333,0.0495192307692,0.105128205128,1.32692307692,0.154647435897,0.394230769231,0.625,0.5,-0.932692307692,-0.883173076923
78,0,0.8,1.0,1,0.125,5.0,1.0,5.0,1.0,0.5625,0.5025,0.0,0.0,0.0,0.0,0.125,0.0,0.5625,0.8,1.0,0.4375,0.4375
79,1,-0.0666666666667,0.733333333333,0,0.0625,4.0,4.0,4.0,2.0,0.729166666667,0.75125,0.1,0.3,0.0416666666667,0.0625,0.0,0.104166666667,0.625,-0.15,0.95,0.625,0.666666666667
80,0,0.4875,0.6375,1,0.291666666667,4.0,2.0,5.0,1.0,0.510416666667,,0.425,0.6375,0.302083333333,0.145833333333,0.145833333333,0.447916666667,0.0625,0.0,0.0,-0.0833333333333,0.21875
81,1,-0.0666666666667,0.6,0,1.7296875,2.0,5.0,5.0,3.0,0.572916666667,0.5025,-0.0666666666667,0.6,-0.1359375,0.6046875,1.125,0.46875,0.104166666667,0.0,0.0,-1.02083333333,-1.15677083333
82,1,0.0333333333333,0.95,1,1.1855540293,6.0,2.0,5.0,4.0,0.598397435897,0.75125,0.4,0.9,-0.74581043956,0.855425824176,0.330128205128,0.109615384615,0.488782051282,-0.333333333333,1.0,0.158653846154,-0.587156593407
83,0,0.0,0.725,1,0.358516483516,2.0,3.0,4.0,2.0,0.238667582418,,0.333333333333,0.541666666667,0.15625,0.0,0.358516483516,0.15625,0.0824175824176,-0.5,1.0,-0.276098901099,-0.119848901099
84,1,0.1,0.1,0,0.223214285714,5.0,0.0,4.0,1.0,0.178571428571,,0.0,0.0,-0.0625,0.1875,0.0357142857143,0.125,0.0535714285714,0.1,0.1,0.0178571428571,-0.0446428571429
85,0,-0.625,1.0,1,0.335714285714,7.0,0.0,5.0,0.0,0.353571428571,0.5025,0.0,0.0,-0.107142857143,0.335714285714,0.0,0.228571428571,0.125,-0.625,1.0,0.125,0.0178571428571
86,1,0.16,0.54,0,0.133928571429,3.0,1.0,1.0,0.0,0.553571428571,0.5025,0.16,0.54,0.357142857143,0.0714285714286,0.0625,0.428571428571,0.125,0.0,0.0,0.0625,0.419642857143
87,1,-0.0348307291667,0.570833333333,1,0.0,9.0,0.0,5.0,1.0,0.0,,0.5,0.6,0.0,0.0,0.0,0.0,0.0,-0.569661458333,0.541666666667,0.0,0.0
88,1,0.5625,0.744444444444,0,0.982499417249,3.0,1.0,5.0,2.0,1.06147397047,0.50125,0.0,0.0,-0.543997668998,0.708916083916,0.330401515152,0.164918414918,0.896555555556,0.5625,0.744444444444,0.566154040404,0.0789745532246
89,0,-0.6,0.8,0,0.306318681319,2.0,1.0,6.0,1.0,0.32657967033,,-0.6,0.8,0.0178571428571,0.267857142857,0.0384615384615,0.285714285714,0.0408653846154,0.0,0.0,0.00240384615385,0.020260989011
90,1,-0.2,0.1,0,0.0568181818182,1.0,1.0,2.0,3.0,0.159722222222,0.5025,-0.2,0.1,0.145833333333,0.0,0.0568181818182,0.145833333333,0.0138888888889,0.0,0.0,-0.0429292929293,0.102904040404
91,1,0.5,1.0,1,0.608010410642,5.0,0.0,6.0,4.0,0.162184306921,0.168797994187,0.5,1.0,-0.399122807018,0.542763157895,0.0652472527473,0.143640350877,0.018543956044,0.0,0.0,-0.0467032967033,-0.445826103721
92,1,0.5,0.6,0,0.65625,2.0,2.0,5.0,2.0,0.729166666667,0.5025,0.5,0.6,0.697916666667,0.03125,0.625,0.729166666667,0.0,0.0,0.0,-0.625,0.0729166666667
93,1,0.5,0.6,0,0.838007478632,1.0,0.0,4.0,2.0,0.989182692308,0.5025,0.5,0.6,0.756944444444,0.164930555556,0.673076923077,0.921875,0.0673076923077,0.0,0.0,-0.605769230769,0.151175213675
94,1,-0.3,0.4,0,0.461805555556,4.0,2.0,1.0,4.0,0.0847222222222,0.75125,-0.3,0.4,-0.427083333333,0.461805555556,0.0,0.0347222222222,0.05,0.0,0.0,0.05,-0.377083333333
95,1,0.0,0.1,0,0.625,5.0,0.0,1.0,1.0,0.0416666666667,0.193788062659,0.0,0.1,0.0,0.0,0.625,0.0,0.0416666666667,0.0,0.0,-0.583333333333,-0.583333333333
96,1,0.0166666666667,0.4,0,1.95914867296,6.0,2.0,4.0,3.0,0.368096815465,0.75125,0.125,0.2,-0.736885190833,0.924426450742,1.03472222222,0.18754125991,0.180555555556,-0.2,0.8,-0.854166666667,-1.5910518575
97,0,0.666666666667,0.729166666667,1,0.0480769230769,3.0,2.0,5.0,1.0,1.08908799534,,0.416666666667,0.729166666667,0.978511072261,0.0480769230769,0.0,1.02658799534,0.0625,0.0,0.0,0.0625,1.04101107226
98,0,0.125,0.7,0,0.495896464646,2.0,2.0,4.0,1.0,0.375946969697,,0.25,1.0,-0.0852272727273,0.377840909091,0.118055555556,0.292613636364,0.0833333333333,0.0,0.4,-0.0347222222222,-0.119949494949
99,0,0.0,0.0625,0,0.396794871795,2.0,3.0,4.0,0.0,0.240865384615,,0.0,0.0,0.0,0.0,0.403044871795,0.0,0.415865384615,0.0,0.125,0.0128205128205,-0.155929487179
100,0,0.05,0.675,1,1.21863553114,5.0,3.0,6.0,3.0,1.1717032967,0.126486203381,0.625,1.0,0.572115384615,0.144230769231,1.0744047619,0.716346153846,0.455357142857,-0.141666666667,0.566666666667,-0.619047619048,-0.0469322344322
101,0,-0.3,0.4,0,0.713461538462,3.0,1.0,5.0,2.0,0.00961538461538,,0.0,0.0,0.0,0.0,0.713461538462,0.0,0.00961538461538,-0.3,0.4,-0.703846153846,-0.703846153846
102,1,0.5,0.6,0,0.65625,4.0,0.0,3.0,2.0,0.747023809524,0.5025,0.5,0.6,0.697916666667,0.03125,0.625,0.729166666667,0.0178571428571,0.0,0.0,-0.607142857143,0.0907738095238
103,0,0.0,0.0,0,0.333881578947,3.0,0.0,4.0,2.0,0.169736842105,,0.0,0.0,-0.25,0.28125,0.0526315789474,0.03125,0.138486842105,0.0,0.0,0.0858552631579,-0.164144736842
104,0,0.0,0.0,0,0.0,4.0,0.0,4.0,1.0,0.125,0.5025,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.125
105,1,-0.6,0.8,1,0.708333333333,8.0,2.0,5.0,1.0,0.266666666667,0.5025,-0.6,0.8,-0.541666666667,0.708333333333,0.0,0.166666666667,0.1,-0.6,0.8,0.1,-0.441666666667
106,0,-0.3,0.2,0,0.909090909091,4.0,0.0,5.0,2.0,0.373863636364,,-0.3,0.2,-0.2,0.25,0.659090909091,0.05,0.323863636364,0.0,0.0,-0.335227272727,-0.535227272727
107,1,-0.3,0.6,1,0.715659340659,0.0,4.0,4.0,3.0,0.0645604395604,0.0916390754194,-0.3,0.6,-0.0260989010989,0.0906593406593,0.625,0.0645604395604,0.0,0.0,0.0,-0.625,-0.651098901099
108,0,0.625,1.0,0,0.625,4.0,2.0,2.0,0.0,1.3125,,0.0,0.0,0.0,0.0,0.625,0.0,1.3125,0.625,1.0,0.6875,0.6875
109,0,0.05,0.35,0,0.0625,1.0,0.0,3.0,2.0,0.5,,0.05,0.35,0.4375,0.0625,0.0,0.5,0.0,0.0,0.0,0.0,0.4375
110,0,-0.1375,0.75,0,0.576704545455,4.0,3.0,5.0,2.0,0.375,,0.1,1.0,-0.238636363636,0.25,0.326704545455,0.0113636363636,0.394886363636,-0.375,0.5,0.0681818181818,-0.201704545455
111,0,0.0,0.025,1,1.43846153846,5.0,3.0,6.0,2.0,0.428365384615,0.335,0.0,0.05,-0.98125,1.4,0.0384615384615,0.41875,0.00961538461538,0.0,0.0,-0.0288461538462,-1.01009615385
112,0,0.0,0.0,0,0.0,5.0,0.0,7.0,1.0,0.95,,0.0,0.0,0.875,0.0,0.0,0.875,0.075,0.0,0.0,0.075,0.95
113,1,0.9765625,1.0,0,0.9375,2.0,2.0,4.0,1.0,0.46875,0.75125,0.5,1.0,0.15625,0.3125,0.625,0.46875,0.0,0.0,0.0,-0.625,-0.46875
114,1,0.4,0.9,0,0.25,3.0,1.0,4.0,2.0,0.05,0.5025,0.0,0.0,-0.05,0.05,0.2,0.0,0.05,0.4,0.9,-0.15,-0.2
115,1,1.0,0.3,1,0.0625,5.0,1.0,2.0,0.0,0.015625,0.668333333333,1.0,0.3,-0.046875,0.0625,0.0,0.015625,0.0,0.0,0.0,0.0,-0.046875
116,0,0.0,0.375,1,0.0625,9.0,2.0,4.0,0.0,0.0625,0.237066497695,0.0,0.0,0.0,0.0,0.0625,0.0,0.0625,0.0,0.375,0.0,0.0
117,0,0.0,0.0,0,0.0982142857143,4.0,0.0,6.0,0.0,0.320982142857,0.5025,0.0,0.0,-0.0168154761905,0.0825892857143,0.015625,0.0657738095238,0.255208333333,0.0,0.0,0.239583333333,0.222767857143
118,1,0.0,0.0,0,0.640625,3.0,0.0,0.0,1.0,0.109375,0.5025,0.0,0.0,0.09375,0.015625,0.625,0.109375,0.0,0.0,0.0,-0.625,-0.53125
119,0,-0.25,0.25,1,0.168818681319,2.0,0.0,6.0,5.0,0.22657967033,0.668333333333,-0.25,0.25,-0.0538461538462,0.0884615384615,0.0803571428571,0.0346153846154,0.191964285714,0.0,0.0,0.111607142857,0.057760989011
120,1,0.5,0.6,0,1.31783536585,1.0,0.0,4.0,2.0,0.640243902439,0.5025,0.5,0.6,0.59375,0.03125,1.28658536585,0.625,0.015243902439,0.0,0.0,-1.27134146341,-0.677591463415
121,1,0.55,0.55,0,0.0,6.0,1.0,1.0,1.0,0.759615384615,0.668333333333,1.0,0.3,0.75,0.0,0.0857142857143,0.75,0.228571428571,0.1,0.8,0.142857142857,0.759615384615
122,1,-0.28125,0.64375,0,0.966964285714,2.0,0.0,7.0,1.0,1.27678571429,,-0.28125,0.64375,-0.227678571429,1.06696428571,0.275,0.839285714286,0.5625,0.0,0.0,0.2875,0.309821428571
